userId	UserName	Room name	Chat messages	Time (PT)	Time (UTC)
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'لا	2014-07-21 02:18:05	2014-07-21 09:18:05
31_bf2ff0f1-fbd0-11e3-b281-22000ad2b690	جبيلان	ARAB_TQCWEPLPBA	'السلام عليكم 	2014-07-21 18:30:33	2014-07-22 01:30:33
31_9d188fac-0fcb-11e4-b281-22000ad2b690	شيخ مشايخ	ARAB_TQCWEPLPBA	'الحمد لله	2014-07-20 19:03:55	2014-07-21 02:03:55
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'اجل وش	2014-07-21 02:18:19	2014-07-21 09:18:19
31_dfdd8829-fd95-11e3-b281-22000ad2b690	فارس1500	ARAB_TQCWEPLPBA	'ياهل الخبره كيف الشحن اللعبه هذي ممكن تفيدون	2014-07-21 18:33:58	2014-07-22 01:33:58
31_9d188fac-0fcb-11e4-b281-22000ad2b690	شيخ مشايخ	ARAB_TQCWEPLPBA	'من زمان خلصنا صلاه	2014-07-20 19:04:09	2014-07-21 02:04:09
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	' kuayoung	2014-07-21 02:18:27	2014-07-21 09:18:27
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'اخباركم	2014-07-21 18:37:35	2014-07-22 01:37:35
31_d107ffaa-0a1e-11e4-b281-22000ad2b690	السعودية الحلوة	ARAB_TQCWEPLPBA	'تيتيتابعبب	2014-07-20 19:04:48	2014-07-21 02:04:48
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'او kauyoung	2014-07-21 02:18:37	2014-07-21 09:18:37
31_bea41418-10fa-11e4-b281-22000ad2b690	ابو صماخ	ARAB_TQCWEPLPBA	'الو	2014-07-21 19:01:01	2014-07-22 02:01:01
31_cb758927-0e00-11e4-b281-22000ad2b690	الارهابي	ARAB_TQCWEPLPBA	'سلام	2014-07-20 19:07:07	2014-07-21 02:07:07
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'بعدين دق اول واحد	2014-07-21 02:18:54	2014-07-21 09:18:54
31_37d9773f-1121-11e4-b281-22000ad2b690	DARK LORD	ARAB_TQCWEPLPBA	'ا	2014-07-21 19:03:02	2014-07-22 02:03:02
31_f4542ef9-0ed2-11e4-b281-22000ad2b690	فيصل٥١١	ARAB_TQCWEPLPBA	'الووو	2014-07-20 19:12:14	2014-07-21 02:12:14
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'بتلقا شي تحت ازرق دق عليه	2014-07-21 02:19:17	2014-07-21 09:19:17
31_5ec1cfd2-0e20-11e4-b281-22000ad2b690	عزوز _راكان	ARAB_TQCWEPLPBA	'هلا	2014-07-21 19:08:58	2014-07-22 02:08:58
31_0e36a2c9-0eb6-11e4-b281-22000ad2b690	FOFOSA	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 19:16:43	2014-07-21 02:16:43
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'بينزل	2014-07-21 02:19:25	2014-07-21 09:19:25
31_f4542ef9-0ed2-11e4-b281-22000ad2b690	فيصل٥١١	ARAB_TQCWEPLPBA	'السلام	2014-07-21 19:10:09	2014-07-22 02:10:09
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'بو سهم برتقالي	2014-07-21 02:19:31	2014-07-21 09:19:31
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'تبتباب	2014-07-21 19:26:03	2014-07-22 02:26:03
31_bf39ef9c-0f64-11e4-b281-22000ad2b690	MSA3ED	ARAB_TQCWEPLPBA	'مورحبا	2014-07-20 19:32:14	2014-07-21 02:32:14
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'لا	2014-07-21 02:19:40	2014-07-21 09:19:40
31_4d7884ed-ff2d-11e3-b281-22000ad2b690	ABO_SHLA5	ARAB_TQCWEPLPBA	'لو	2014-07-21 19:37:56	2014-07-22 02:37:56
31_bf39ef9c-0f64-11e4-b281-22000ad2b690	MSA3ED	ARAB_TQCWEPLPBA	'شولونكم	2014-07-20 19:32:24	2014-07-21 02:32:24
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'يكون	2014-07-21 02:19:48	2014-07-21 09:19:48
31_4d7884ed-ff2d-11e3-b281-22000ad2b690	ABO_SHLA5	ARAB_TQCWEPLPBA	'هاي	2014-07-21 19:37:58	2014-07-22 02:37:58
31_bf39ef9c-0f64-11e4-b281-22000ad2b690	MSA3ED	ARAB_TQCWEPLPBA	'اللعبه حلوه لا	2014-07-20 19:32:45	2014-07-21 02:32:45
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'مربع 	2014-07-21 02:19:58	2014-07-21 09:19:58
31_23bf29f5-1146-11e4-b281-22000ad2b690	ياسرالعنزي	ARAB_TQCWEPLPBA	'شباب	2014-07-21 19:40:33	2014-07-22 02:40:33
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'حلوه	2014-07-20 19:36:09	2014-07-21 02:36:09
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'داخله حرف الكاي	2014-07-21 02:20:13	2014-07-21 09:20:13
31_75013c2b-0ef7-11e4-b281-22000ad2b690	ABOWLEED	ARAB_TQCWEPLPBA	'سلام	2014-07-21 19:57:23	2014-07-22 02:57:23
31_13541b96-ffd3-11e3-b281-22000ad2b690	HLODE	ARAB_TQCWEPLPBA	'حيااكم	2014-07-20 19:56:21	2014-07-21 02:56:21
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'الكي	2014-07-21 02:20:21	2014-07-21 09:20:21
31_c35bfc50-0f74-11e4-b281-22000ad2b690	MLOKE	ARAB_TQCWEPLPBA	'هاي	2014-07-21 20:03:50	2014-07-22 03:03:50
31_2b190465-107c-11e4-b281-22000ad2b690	SAUDI_QH	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 19:56:50	2014-07-21 02:56:50
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'بتلقه كلام صيني	2014-07-21 02:20:56	2014-07-21 09:20:56
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'هلا	2014-07-21 20:17:39	2014-07-22 03:17:39
31_e5678dcc-0ed5-11e4-b281-22000ad2b690	KINGALI	ARAB_TQCWEPLPBA	'السلام عليكم 	2014-07-20 19:59:51	2014-07-21 02:59:51
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'عرفت	2014-07-21 02:21:59	2014-07-21 09:21:59
31_23bf29f5-1146-11e4-b281-22000ad2b690	ياسرالعنزي	ARAB_TQCWEPLPBA	'انا جديد	2014-07-21 20:18:48	2014-07-22 03:18:48
31_315d3762-1067-11e4-b281-22000ad2b690	IFLOODZA	ARAB_TQCWEPLPBA	'السلام عليكم في عرب	2014-07-20 20:05:50	2014-07-21 03:05:50
31_1f3c47be-10b9-11e4-b281-22000ad2b690	ADELZILAEI	ARAB_TQCWEPLPBA	'السلام	2014-07-21 03:03:18	2014-07-21 10:03:18
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'حتنا جديد	2014-07-21 20:26:02	2014-07-22 03:26:02
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	ARAB_TQCWEPLPBA	'ارررحب 	2014-07-20 20:11:35	2014-07-21 03:11:35
31_84d1c626-0a34-11e4-b281-22000ad2b690	خالد الحربي	ARAB_TQCWEPLPBA	'ggg الو	2014-07-21 03:15:22	2014-07-21 10:15:22
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'بس اللعبة حلوها ياياسر	2014-07-21 20:26:30	2014-07-22 03:26:30
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	ARAB_TQCWEPLPBA	'خالد ليش طردتوني	2014-07-20 20:12:49	2014-07-21 03:12:49
31_3957ed2d-1024-11e4-b281-22000ad2b690	EWQ	ARAB_TQCWEPLPBA	'اهلا	2014-07-21 03:31:13	2014-07-21 10:31:13
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'ا	2014-07-21 20:59:36	2014-07-22 03:59:36
31_40770ff7-c6db-11e3-a92c-12313b09a242	المحرق	ARAB_TQCWEPLPBA	'احين ماعندي قبيلة	2014-07-20 20:13:09	2014-07-21 03:13:09
31_3957ed2d-1024-11e4-b281-22000ad2b690	EWQ	ARAB_TQCWEPLPBA	'من اقو مني	2014-07-21 03:31:21	2014-07-21 10:31:21
31_ff9cd013-0eb9-11e4-b281-22000ad2b690	MEDO12345	ARAB_TQCWEPLPBA	'ا	2014-07-21 20:59:50	2014-07-22 03:59:50
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	ARAB_TQCWEPLPBA	'احسن 	2014-07-20 20:13:48	2014-07-21 03:13:48
31_dd2b4bc1-10c0-11e4-b281-22000ad2b690	BDER511	ARAB_TQCWEPLPBA	'سلام	2014-07-21 03:53:28	2014-07-21 10:53:28
31_ff9cd013-0eb9-11e4-b281-22000ad2b690	MEDO12345	ARAB_TQCWEPLPBA	'ا	2014-07-21 21:00:08	2014-07-22 04:00:08
31_d6cd72c8-e323-11e3-b281-22000ad2b690	BINKHALID	ARAB_TQCWEPLPBA	'هلا	2014-07-20 20:20:25	2014-07-21 03:20:25
31_73245c22-bfdf-11e3-a92c-12313b09a242	سعيد	ARAB_TQCWEPLPBA	'اسلام يمجانين	2014-07-21 04:17:25	2014-07-21 11:17:25
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'١	2014-07-21 21:00:25	2014-07-22 04:00:25
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	ARAB_TQCWEPLPBA	'اهلين 	2014-07-20 20:20:54	2014-07-21 03:20:54
31_73245c22-bfdf-11e3-a92c-12313b09a242	سعيد	ARAB_TQCWEPLPBA	'يكلب	2014-07-21 04:20:20	2014-07-21 11:20:20
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'تبي الكلان 	2014-07-21 21:01:32	2014-07-22 04:01:32
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 20:21:26	2014-07-21 03:21:26
31_73245c22-bfdf-11e3-a92c-12313b09a242	سعيد	ARAB_TQCWEPLPBA	'انزح	2014-07-21 04:20:34	2014-07-21 11:20:34
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'ياشباب وينكم نبي تفاعل في شات بليز	2014-07-21 21:01:40	2014-07-22 04:01:40
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'ابي قبيله	2014-07-20 20:22:24	2014-07-21 03:22:24
31_73245c22-bfdf-11e3-a92c-12313b09a242	سعيد	ARAB_TQCWEPLPBA	'شش	2014-07-21 04:20:44	2014-07-21 11:20:44
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'تبي كلان	2014-07-21 21:01:53	2014-07-22 04:01:53
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-20 20:22:32	2014-07-21 03:22:32
31_4c26beba-0494-11e4-b281-22000ad2b690	دحــوم	ARAB_TQCWEPLPBA	'احم	2014-07-21 04:22:37	2014-07-21 11:22:37
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'تبغو كلان	2014-07-21 21:03:11	2014-07-22 04:03:11
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 20:23:21	2014-07-21 03:23:21
31_4c26beba-0494-11e4-b281-22000ad2b690	دحــوم	ARAB_TQCWEPLPBA	'ابي تصميم حلو للقريه	2014-07-21 04:23:03	2014-07-21 11:23:03
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'هلا	2014-07-21 21:03:43	2014-07-22 04:03:43
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'ابي قبيله	2014-07-20 20:23:28	2014-07-21 03:23:28
31_4c26beba-0494-11e4-b281-22000ad2b690	دحــوم	ARAB_TQCWEPLPBA	'الووو	2014-07-21 04:24:06	2014-07-21 11:24:06
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'مين يبغا كلان	2014-07-21 21:03:48	2014-07-22 04:03:48
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'فيه احد	2014-07-20 20:23:37	2014-07-21 03:23:37
31_d3dc2e87-10c2-11e4-b281-22000ad2b690	الصقور الشرسة	ARAB_TQCWEPLPBA	'السلام عليكم و رحمة الله و بركاته	2014-07-21 04:53:19	2014-07-21 11:53:19
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'انا ابي كلام	2014-07-21 21:04:03	2014-07-22 04:04:03
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'شباب	2014-07-20 20:23:42	2014-07-21 03:23:42
31_cad79653-fb15-11e3-b281-22000ad2b690	MEDO322	ARAB_TQCWEPLPBA	'هلاا	2014-07-21 05:48:58	2014-07-21 12:48:58
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'كلان*	2014-07-21 21:04:11	2014-07-22 04:04:11
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'تكفون ردو 	2014-07-20 20:23:48	2014-07-21 03:23:48
31_cad79653-fb15-11e3-b281-22000ad2b690	MEDO322	ARAB_TQCWEPLPBA	'هلااااا	2014-07-21 05:59:31	2014-07-21 12:59:31
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'طيب	2014-07-21 21:04:20	2014-07-22 04:04:20
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'الوووووو	2014-07-20 20:23:51	2014-07-21 03:23:51
31_cad79653-fb15-11e3-b281-22000ad2b690	MEDO322	ARAB_TQCWEPLPBA	'الًووووو	2014-07-21 05:59:43	2014-07-21 12:59:43
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'مين	2014-07-21 21:04:41	2014-07-22 04:04:41
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'لا لالا 	2014-07-20 20:23:57	2014-07-21 03:23:57
31_1baee098-10d6-11e4-b281-22000ad2b690	MEAAT	ARAB_TQCWEPLPBA	'هلا	2014-07-21 06:04:51	2014-07-21 13:04:51
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'انا	2014-07-21 21:04:46	2014-07-22 04:04:46
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'تكفون	2014-07-20 20:24:02	2014-07-21 03:24:02
31_3e332d86-10d6-11e4-b281-22000ad2b690	BRHOM 9000	ARAB_TQCWEPLPBA	'u	2014-07-21 06:05:08	2014-07-21 13:05:08
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'وانا بعد كلان	2014-07-21 21:04:57	2014-07-22 04:04:57
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'قهر	2014-07-20 20:24:06	2014-07-21 03:24:06
31_e5a5db86-1074-11e4-b281-22000ad2b690	الحبوط	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-21 06:10:50	2014-07-21 13:10:50
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'ما يمديكم 	2014-07-21 21:05:11	2014-07-22 04:05:11
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'يا حبايبي	2014-07-20 20:24:13	2014-07-21 03:24:13
31_08ba36f6-1050-11e4-b281-22000ad2b690	شمالي ٢٣	ARAB_TQCWEPLPBA	'✋آلـُ๛ـلُآمْ عٌلُيُڪمْ وُرحمْھہ آلُلُہ وُبُرگآتْھہ✋ 	2014-07-21 06:12:42	2014-07-21 13:12:42
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'ليه	2014-07-21 21:05:17	2014-07-22 04:05:17
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'فيه احد	2014-07-20 20:24:18	2014-07-21 03:24:18
31_fafb374c-fb85-11e3-b281-22000ad2b690	XD3SSX	ARAB_TQCWEPLPBA	'ابي قبيللة	2014-07-21 06:29:05	2014-07-21 13:29:05
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'ليش	2014-07-21 21:05:25	2014-07-22 04:05:25
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'الشات **اله	2014-07-20 20:24:52	2014-07-21 03:24:52
31_fafb374c-fb85-11e3-b281-22000ad2b690	XD3SSX	ARAB_TQCWEPLPBA	'قبييييييلة	2014-07-21 06:29:15	2014-07-21 13:29:15
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'ما بنيت المجلس	2014-07-21 21:06:01	2014-07-22 04:06:01
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'هلا	2014-07-20 20:24:59	2014-07-21 03:24:59
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'طيب غالي 	2014-07-21 21:06:17	2014-07-22 04:06:17
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'اخيراً	2014-07-20 20:25:04	2014-07-21 03:25:04
31_1cd32d81-0630-11e4-b281-22000ad2b690	BAHA	ARAB_TQCWEPLPBA	'لازم	2014-07-21 21:06:32	2014-07-22 04:06:32
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'مرحبا بك	2014-07-20 20:25:09	2014-07-21 03:25:09
31_cb758927-0e00-11e4-b281-22000ad2b690	الارهابي	ARAB_TQCWEPLPBA	'سلام	2014-07-21 21:13:00	2014-07-22 04:13:00
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'ابي قبيله كيف ادخل	2014-07-20 20:25:20	2014-07-21 03:25:20
31_d3f998b6-1076-11e4-b281-22000ad2b690	KILR15305	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-21 06:54:03	2014-07-21 13:54:03
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-21 21:13:13	2014-07-22 04:13:13
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'كم خناجرك	2014-07-20 20:25:32	2014-07-21 03:25:32
31_48370efb-017f-11e4-b281-22000ad2b690	فارس الظلام	ARAB_TQCWEPLPBA	'hi	2014-07-21 07:07:05	2014-07-21 14:07:05
31_9e160297-1148-11e4-b281-22000ad2b690	ناصر بن عمر	ARAB_TQCWEPLPBA	'هلا	2014-07-21 21:25:15	2014-07-22 04:25:15
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'غيروا  الشات التعبان هذا	2014-07-20 20:27:02	2014-07-21 03:27:02
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'سلام عليكم	2014-07-21 07:08:10	2014-07-21 14:08:10
31_a96727a7-111e-11e4-b281-22000ad2b690	العطان	ARAB_TQCWEPLPBA	'ارحب	2014-07-21 21:39:27	2014-07-22 04:39:27
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	ARAB_TQCWEPLPBA	'ادخل ويانا 	2014-07-20 20:27:02	2014-07-21 03:27:02
31_1baee098-10d6-11e4-b281-22000ad2b690	MEAAT	ARAB_TQCWEPLPBA	'سسسسس،ج	2014-07-21 07:10:43	2014-07-21 14:10:43
31_4aa6dab5-1147-11e4-b281-22000ad2b690	الشمراني	ARAB_TQCWEPLPBA	'سلام	2014-07-21 21:45:20	2014-07-22 04:45:20
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'من 	2014-07-20 20:27:15	2014-07-21 03:27:15
31_3e332d86-10d6-11e4-b281-22000ad2b690	BRHOM 9000	ARAB_TQCWEPLPBA	'هلا	2014-07-21 07:10:46	2014-07-21 14:10:46
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'سم	2014-07-21 21:53:14	2014-07-22 04:53:14
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'كيف ادخل	2014-07-20 20:27:23	2014-07-21 03:27:23
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'هلا والله	2014-07-21 07:12:04	2014-07-21 14:12:04
31_bfbefb81-0a51-11e4-b281-22000ad2b690	سمو الامير محمد	ARAB_TQCWEPLPBA	'هلا 	2014-07-21 22:03:28	2014-07-22 05:03:28
31_61413a01-c6d7-11e3-a92c-12313b09a242	الهملة	ARAB_TQCWEPLPBA	'طق على القبيلة	2014-07-20 20:27:34	2014-07-21 03:27:34
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'معك كلان	2014-07-21 07:12:09	2014-07-21 14:12:09
31_fffdd86a-10c5-11e4-b281-22000ad2b690	ملك الحرب	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-21 22:28:50	2014-07-22 05:28:50
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'ابي قبيلة	2014-07-20 20:27:36	2014-07-21 03:27:36
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'انا خسرت كل المجوهرات	2014-07-21 07:12:17	2014-07-21 14:12:17
31_099e98f0-1161-11e4-b281-22000ad2b690	حنيت	ARAB_TQCWEPLPBA	'الو	2014-07-21 22:38:20	2014-07-22 05:38:20
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'نقص الكوس تكفا 	2014-07-20 20:27:49	2014-07-21 03:27:49
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'عشان اسوي واسوي 	2014-07-21 07:12:21	2014-07-21 14:12:21
31_e4f5e48d-0fb7-11e4-b281-22000ad2b690	جيد المها	ARAB_TQCWEPLPBA	'ارحبو ي رجال 	2014-07-21 22:51:55	2014-07-22 05:51:55
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'الله يعطيك العافيه	2014-07-20 20:28:08	2014-07-21 03:28:08
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'المخزن وذلحين ارتحا معي كلان ندعم بعضنا	2014-07-21 07:12:33	2014-07-21 14:12:33
31_f4542ef9-0ed2-11e4-b281-22000ad2b690	فيصل٥١١	ARAB_TQCWEPLPBA	'مرحبا فيك	2014-07-21 22:53:14	2014-07-22 05:53:14
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'يلا راح اهجم وبيتغير الشات نشوفكم على خير	2014-07-20 20:28:14	2014-07-21 03:28:14
31_4d898fdf-d767-11e3-b281-22000ad2b690	SAIF ALZADJALI	ARAB_TQCWEPLPBA	'هلا	2014-07-21 07:14:18	2014-07-21 14:14:18
31_8a8959ec-03e6-11e4-b281-22000ad2b690	جيفار	ARAB_TQCWEPLPBA	'سلا عليكم	2014-07-21 22:55:47	2014-07-22 05:55:47
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	ARAB_TQCWEPLPBA	'الخبز 	2014-07-20 20:29:22	2014-07-21 03:29:22
31_4d898fdf-d767-11e3-b281-22000ad2b690	SAIF ALZADJALI	ARAB_TQCWEPLPBA	'كلانكم في دعم	2014-07-21 07:15:04	2014-07-21 14:15:04
31_8a8959ec-03e6-11e4-b281-22000ad2b690	جيفار	ARAB_TQCWEPLPBA	'سلام	2014-07-21 22:56:27	2014-07-22 05:56:27
31_4691c489-f26f-11e3-b281-22000ad2b690	الخبز	ARAB_TQCWEPLPBA	'وتغير الشات	2014-07-20 20:31:13	2014-07-21 03:31:13
31_4d898fdf-d767-11e3-b281-22000ad2b690	SAIF ALZADJALI	ARAB_TQCWEPLPBA	'ها	2014-07-21 07:15:26	2014-07-21 14:15:26
31_8a8959ec-03e6-11e4-b281-22000ad2b690	جيفار	ARAB_TQCWEPLPBA	'الووو	2014-07-21 22:56:36	2014-07-22 05:56:36
31_10e0439f-09f2-11e4-b281-22000ad2b690	الجويه	ARAB_TQCWEPLPBA	'شكراً خالد علا الدعوه	2014-07-20 20:31:49	2014-07-21 03:31:49
31_4d898fdf-d767-11e3-b281-22000ad2b690	SAIF ALZADJALI	ARAB_TQCWEPLPBA	'رد	2014-07-21 07:15:32	2014-07-21 14:15:32
31_8a8959ec-03e6-11e4-b281-22000ad2b690	جيفار	ARAB_TQCWEPLPBA	'سلام عليكم	2014-07-21 22:58:32	2014-07-22 05:58:32
29_79bdcf02-b08a-11e3-99ce-22000ad02fa9	خالد	ARAB_TQCWEPLPBA	'الخبز طرشت لك دعوه 	2014-07-20 20:32:11	2014-07-21 03:32:11
31_5f1bb899-104b-11e4-b281-22000ad2b690	ZIZOU	ARAB_TQCWEPLPBA	'هلا	2014-07-21 07:40:31	2014-07-21 14:40:31
31_8a8959ec-03e6-11e4-b281-22000ad2b690	جيفار	ARAB_TQCWEPLPBA	'الوووو	2014-07-21 22:58:36	2014-07-22 05:58:36
31_2b3bba04-1084-11e4-b281-22000ad2b690	بني قريش	ARAB_TQCWEPLPBA	'هلا	2014-07-20 20:32:57	2014-07-21 03:32:57
31_5f1bb899-104b-11e4-b281-22000ad2b690	ZIZOU	ARAB_TQCWEPLPBA	'شباب	2014-07-21 07:40:34	2014-07-21 14:40:34
31_fffdd86a-10c5-11e4-b281-22000ad2b690	ملك الحرب	ARAB_TQCWEPLPBA	'هلا	2014-07-21 23:35:38	2014-07-22 06:35:38
31_e8e5bceb-107e-11e4-b281-22000ad2b690	بني عبدالله	ARAB_TQCWEPLPBA	'هلا	2014-07-20 20:35:02	2014-07-21 03:35:02
