userId	UserName	Room name	Chat messages	Time (PT)	Time (UTC)
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'اللوووو 	2014-07-20 18:04:43	2014-07-21 01:04:43
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا رايح ثالث بس انا عمري تسع	2014-07-21 02:06:55	2014-07-21 09:06:55
31_dc0d7c3f-0dfb-11e4-b281-22000ad2b690	برستيج	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-21 17:25:30	2014-07-22 00:25:30
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'ولد	2014-07-20 18:04:46	2014-07-21 01:04:46
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا بدوي	2014-07-21 02:07:09	2014-07-21 09:07:09
31_be9346d6-d44e-11e3-a92c-12313b09a242	محمد صالح القاض	ARAB_TQCWEPLPBA	'هلا	2014-07-21 17:28:29	2014-07-22 00:28:29
31_a65ae8cc-fc64-11e3-b281-22000ad2b690	AZSQ	ARAB_TQCWEPLPBA	'ثااااااامر	2014-07-20 18:06:15	2014-07-21 01:06:15
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'يعني انا في الخيمه	2014-07-21 02:07:41	2014-07-21 09:07:41
31_f83b21a4-112f-11e4-b281-22000ad2b690	المصاقيل 511	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-21 17:32:00	2014-07-22 00:32:00
31_72504c52-fbe5-11e3-b281-22000ad2b690	THAMER19	ARAB_TQCWEPLPBA	'سممم	2014-07-20 18:06:24	2014-07-21 01:06:24
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'بس انا عندي وصلة نت	2014-07-21 02:07:53	2014-07-21 09:07:53
31_2b190465-107c-11e4-b281-22000ad2b690	SAUDI_QH	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-21 17:35:02	2014-07-22 00:35:02
31_a65ae8cc-fc64-11e3-b281-22000ad2b690	AZSQ	ARAB_TQCWEPLPBA	'ارححححبو	2014-07-20 18:06:34	2014-07-21 01:06:34
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا عندي بيت	2014-07-21 02:08:04	2014-07-21 09:08:04
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-21 17:38:12	2014-07-22 00:38:12
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 18:06:37	2014-07-21 01:06:37
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'اف ياخي صدقت 	2014-07-21 02:08:12	2014-07-21 09:08:12
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'سعودي	2014-07-21 17:38:27	2014-07-22 00:38:27
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'الووو	2014-07-20 18:06:57	2014-07-21 01:06:57
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا وصلتي إذا فضت اروح اشحنه في البيت بعدين ارجع	2014-07-21 02:08:43	2014-07-21 09:08:43
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'نب بحص	2014-07-21 17:47:18	2014-07-22 00:47:18
31_72504c52-fbe5-11e3-b281-22000ad2b690	THAMER19	ARAB_TQCWEPLPBA	'البقى	2014-07-20 18:07:00	2014-07-21 01:07:00
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'برب بروووووح	2014-07-21 02:09:11	2014-07-21 09:09:11
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'مب ب	2014-07-21 17:47:25	2014-07-22 00:47:25
31_72504c52-fbe5-11e3-b281-22000ad2b690	THAMER19	ARAB_TQCWEPLPBA	'كيف حالك	2014-07-20 18:07:10	2014-07-21 01:07:10
31_b588bb77-0b35-11e4-b281-22000ad2b690	خالد ٢٢	ARAB_TQCWEPLPBA	'خيمه لعبة صح	2014-07-21 02:09:16	2014-07-21 09:09:16
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'نبنبد**	2014-07-21 17:47:37	2014-07-22 00:47:37
31_a65ae8cc-fc64-11e3-b281-22000ad2b690	AZSQ	ARAB_TQCWEPLPBA	'الحمد لله	2014-07-20 18:07:19	2014-07-21 01:07:19
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'لا	2014-07-21 02:09:23	2014-07-21 09:09:23
31_6ead7c5a-07a2-11e4-b281-22000ad2b690	خالد التميمي	ARAB_TQCWEPLPBA	'هلا	2014-07-21 17:47:40	2014-07-22 00:47:40
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'ن ت	2014-07-20 18:07:38	2014-07-21 01:07:38
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'خيمه في البر	2014-07-21 02:09:31	2014-07-21 09:09:31
31_6ead7c5a-07a2-11e4-b281-22000ad2b690	خالد التميمي	ARAB_TQCWEPLPBA	'ابي كلان	2014-07-21 17:47:46	2014-07-22 00:47:46
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'ههه تكلموو	2014-07-20 18:07:46	2014-07-21 01:07:46
31_b588bb77-0b35-11e4-b281-22000ad2b690	خالد ٢٢	ARAB_TQCWEPLPBA	'ترجع عشان وصله	2014-07-21 02:09:42	2014-07-21 09:09:42
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	' ندممب مدنب	2014-07-21 17:47:51	2014-07-22 00:47:51
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'لمو	2014-07-20 18:08:08	2014-07-21 01:08:08
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'ليه لا تروح سلطان	2014-07-21 02:09:48	2014-07-21 09:09:48
31_6ead7c5a-07a2-11e4-b281-22000ad2b690	خالد التميمي	ARAB_TQCWEPLPBA	'توني باني مجلس القبيله و ابي كلان	2014-07-21 17:48:11	2014-07-22 00:48:11
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'مرعت	2014-07-20 18:08:14	2014-07-21 01:08:14
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'ايه	2014-07-21 02:09:58	2014-07-21 09:09:58
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'للللل	2014-07-21 17:48:11	2014-07-22 00:48:11
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'مين	2014-07-20 18:08:21	2014-07-21 01:08:21
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'اشحنه في البيت بعدين ارجع	2014-07-21 02:10:15	2014-07-21 09:10:15
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'مرتظ	2014-07-21 17:48:50	2014-07-22 00:48:50
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'مرعت مين ههه	2014-07-20 18:08:28	2014-07-21 01:08:28
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'خالد ياخي ليه انت حاط الحاج* *ععيد	2014-07-21 02:10:30	2014-07-21 09:10:30
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'تردهت	2014-07-21 17:49:14	2014-07-22 00:49:14
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'مين 	2014-07-20 18:08:36	2014-07-21 01:08:36
31_b588bb77-0b35-11e4-b281-22000ad2b690	خالد ٢٢	ARAB_TQCWEPLPBA	'متاكد ١٠٠٪ انه كوخ	2014-07-21 02:10:39	2014-07-21 09:10:39
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'ننت	2014-07-21 17:49:18	2014-07-22 00:49:18
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'انت كيف حالم	2014-07-20 18:08:47	2014-07-21 01:08:47
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'ليه سلطان	2014-07-21 02:11:13	2014-07-21 09:11:13
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'ونمل	2014-07-21 17:49:20	2014-07-22 00:49:20
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'ك	2014-07-20 18:08:50	2014-07-21 01:08:50
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'ايه	2014-07-21 02:11:18	2014-07-21 09:11:18
31_d7b26b72-0c6b-11e4-b281-22000ad2b690	AMOODY2017_عميد	ARAB_TQCWEPLPBA	'خالد حيااك بقبيلتنا :)	2014-07-21 17:50:00	2014-07-22 00:50:00
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'حمذلله مين	2014-07-20 18:09:11	2014-07-21 01:09:11
31_6f377a54-0c59-11e4-b281-22000ad2b690	الرياشي	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-21 02:11:28	2014-07-21 09:11:28
31_ebbf6bb5-be61-11e3-a92c-12313b09a242	الزير سالم	ARAB_TQCWEPLPBA	'سلام عليكم	2014-07-21 17:50:45	2014-07-22 00:50:45
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'د	2014-07-20 18:09:15	2014-07-21 01:09:15
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'و عليكم لسلام	2014-07-21 02:11:42	2014-07-21 09:11:42
31_f83b21a4-112f-11e4-b281-22000ad2b690	المصاقيل 511	ARAB_TQCWEPLPBA	'الووو	2014-07-21 18:01:02	2014-07-22 01:01:02
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'دوم ان شاءالله 	2014-07-20 18:09:38	2014-07-21 01:09:38
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'وعليكم السلام والرحمه	2014-07-21 02:11:43	2014-07-21 09:11:43
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	ARAB_TQCWEPLPBA	'؟	2014-07-21 18:01:36	2014-07-22 01:01:36
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'انقلع قول مين انته	2014-07-20 18:09:52	2014-07-21 01:09:52
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'اوك شكلك ما تتكلم 	2014-07-21 02:12:44	2014-07-21 09:12:44
31_f83b21a4-112f-11e4-b281-22000ad2b690	المصاقيل 511	ARAB_TQCWEPLPBA	'لو سمحتو ابي كلان	2014-07-21 18:02:11	2014-07-22 01:02:11
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'انا 	2014-07-20 18:10:06	2014-07-21 01:10:06
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'ساعه تكتب	2014-07-21 02:12:52	2014-07-21 09:12:52
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'الو	2014-07-21 18:05:20	2014-07-22 01:05:20
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'ايوه	2014-07-20 18:10:19	2014-07-21 01:10:19
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا ساحة التدريب مستوى عندي خمسه	2014-07-21 02:13:01	2014-07-21 09:13:01
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'هلا	2014-07-21 18:05:27	2014-07-22 01:05:27
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'انا انسان	2014-07-20 18:10:27	2014-07-21 01:10:27
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'من عنده ماي***رافت على الإيباد	2014-07-21 02:13:30	2014-07-21 09:13:30
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'هههههه وش فيك شكلك جديد بل لعبه حتا انا	2014-07-21 18:05:41	2014-07-22 01:05:41
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'هههه	2014-07-20 18:10:32	2014-07-21 01:10:32
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'ني	2014-07-21 02:13:45	2014-07-21 09:13:45
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'لي فتره ما لعبتها	2014-07-21 18:05:48	2014-07-22 01:05:48
31_156d3c61-0490-11e4-b281-22000ad2b690	لمو	ARAB_TQCWEPLPBA	'انقلع 	2014-07-20 18:10:34	2014-07-21 01:10:34
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'انا ثنتين مستوى ٨ و وحده مستوى ٣	2014-07-21 02:13:46	2014-07-21 09:13:46
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'لا	2014-07-21 18:06:07	2014-07-22 01:06:07
31_f4542ef9-0ed2-11e4-b281-22000ad2b690	فيصل٥١١	ARAB_TQCWEPLPBA	'السلام	2014-07-20 18:10:39	2014-07-21 01:10:39
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'مايني	2014-07-21 02:14:08	2014-07-21 09:14:08
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'ليه	2014-07-21 18:06:34	2014-07-22 01:06:34
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'فراس	2014-07-20 18:10:40	2014-07-21 01:10:40
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'كرافت	2014-07-21 02:14:13	2014-07-21 09:14:13
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'كم لفلك	2014-07-21 18:06:38	2014-07-22 01:06:38
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-20 18:10:49	2014-07-21 01:10:49
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'على الإيباد	2014-07-21 02:14:22	2014-07-21 09:14:22
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'انت معك لعبة كلاش اوف كلانس	2014-07-21 18:06:53	2014-07-22 01:06:53
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'ارررحب 	2014-07-20 18:10:55	2014-07-21 01:10:55
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'ماين كرافت وبس 	2014-07-21 02:14:27	2014-07-21 09:14:27
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'ايه	2014-07-21 18:07:05	2014-07-22 01:07:05
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'منور	2014-07-20 18:11:00	2014-07-21 01:11:00
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'مب ماين	2014-07-21 02:14:38	2014-07-21 09:14:38
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'انت فتح اساحر	2014-07-21 18:07:26	2014-07-22 01:07:26
31_f4542ef9-0ed2-11e4-b281-22000ad2b690	فيصل٥١١	ARAB_TQCWEPLPBA	'انور نورك	2014-07-20 18:11:10	2014-07-21 01:11:10
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'لا بعد في	2014-07-21 02:14:38	2014-07-21 09:14:38
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'كم لفلك	2014-07-21 18:07:29	2014-07-22 01:07:29
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'تسلم	2014-07-20 18:11:15	2014-07-21 01:11:15
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'لا ماين	2014-07-21 02:14:50	2014-07-21 09:14:50
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'او هو	2014-07-21 18:07:33	2014-07-22 01:07:33
31_f4542ef9-0ed2-11e4-b281-22000ad2b690	فيصل٥١١	ARAB_TQCWEPLPBA	'شباركم شباب انشالله صايمين	2014-07-20 18:11:36	2014-07-21 01:11:36
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'ماي***رافت	2014-07-21 02:15:01	2014-07-21 09:15:01
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'من زمان وباقيله ١٥ ساعه ويصير	2014-07-21 18:07:46	2014-07-22 01:07:46
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'ايه اكيد	2014-07-20 18:12:01	2014-07-21 01:12:01
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'ايه انا عندي	2014-07-21 02:15:01	2014-07-21 09:15:01
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'لفل ٥	2014-07-21 18:07:49	2014-07-22 01:07:49
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'لسع ما اذن الفجر ههه	2014-07-20 18:12:14	2014-07-21 01:12:14
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا مادري	2014-07-21 02:15:17	2014-07-21 09:15:17
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'يا يلد	2014-07-21 18:08:27	2014-07-22 01:08:27
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'يا صنم ردوو 	2014-07-20 18:14:31	2014-07-21 01:14:31
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	' اكتب ماي***رافت	2014-07-21 02:15:29	2014-07-21 09:15:29
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'البيت	2014-07-21 18:08:28	2014-07-22 01:08:28
31_c14d1ea5-0c99-11e4-b281-22000ad2b690	عايد 506	ARAB_TQCWEPLPBA	'ss	2014-07-20 18:17:01	2014-07-21 01:17:01
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'تطلع نقط	2014-07-21 02:15:41	2014-07-21 09:15:41
31_2d8efd25-fede-11e3-b281-22000ad2b690	منصور المطيري	ARAB_TQCWEPLPBA	'تعال كلانا درع العرب	2014-07-21 18:08:37	2014-07-22 01:08:37
31_bb361ae6-ffc9-11e3-b281-22000ad2b690	طـنـآخـة	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 18:20:27	2014-07-21 01:20:27
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'طيب gta san andreas	2014-07-21 02:16:13	2014-07-21 09:16:13
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'كم الكاس	2014-07-21 18:09:14	2014-07-22 01:09:14
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	ARAB_TQCWEPLPBA	'شباب ابي كلان	2014-07-20 18:37:17	2014-07-21 01:37:17
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'gta	2014-07-21 02:16:19	2014-07-21 09:16:19
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	ARAB_TQCWEPLPBA	'ا	2014-07-21 18:09:40	2014-07-22 01:09:40
31_d3f998b6-1076-11e4-b281-22000ad2b690	KILR15305	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 18:40:17	2014-07-21 01:40:17
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'لا 	2014-07-21 02:16:30	2014-07-21 09:16:30
31_8ce6016e-d2b7-11e3-a92c-12313b09a242	الـفتى الـمشرقي	ARAB_TQCWEPLPBA	'ا	2014-07-21 18:13:51	2014-07-22 01:13:51
31_0181d00d-1076-11e4-b281-22000ad2b690	KILR 305	ARAB_TQCWEPLPBA	'السلام عليكم 	2014-07-20 18:40:30	2014-07-21 01:40:30
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'على الإيباد	2014-07-21 02:16:32	2014-07-21 09:16:32
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'الو	2014-07-21 18:14:59	2014-07-22 01:14:59
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-20 18:40:31	2014-07-21 01:40:31
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'انا عندي	2014-07-21 02:16:38	2014-07-21 09:16:38
31_c14d1ea5-0c99-11e4-b281-22000ad2b690	عايد 506	ARAB_TQCWEPLPBA	'هلا	2014-07-21 18:15:58	2014-07-22 01:15:58
31_e5a5db86-1074-11e4-b281-22000ad2b690	الحبوط	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 18:40:59	2014-07-21 01:40:59
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'نزلته بدون فلوس	2014-07-21 02:16:50	2014-07-21 09:16:50
31_c14d1ea5-0c99-11e4-b281-22000ad2b690	عايد 506	ARAB_TQCWEPLPBA	'وينك يلد	2014-07-21 18:16:48	2014-07-22 01:16:48
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	ARAB_TQCWEPLPBA	'وعليكم السلام	2014-07-20 18:41:38	2014-07-21 01:41:38
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'عطني حسابك بحملها	2014-07-21 02:16:55	2014-07-21 09:16:55
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'عندك كاش اوف لنز	2014-07-21 18:17:35	2014-07-22 01:17:35
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	ARAB_TQCWEPLPBA	'هلا	2014-07-20 18:42:50	2014-07-21 01:42:50
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'اقلكم شلون	2014-07-21 02:17:03	2014-07-21 09:17:03
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'الو	2014-07-21 18:19:16	2014-07-22 01:19:16
31_b074b27a-1062-11e4-b281-22000ad2b690	اسامه ٢٠٠٢	ARAB_TQCWEPLPBA	'هلا	2014-07-20 18:43:07	2014-07-21 01:43:07
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'لا مب حملته من الأب ستور	2014-07-21 02:17:23	2014-07-21 09:17:23
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'هههههههه	2014-07-21 18:20:17	2014-07-22 01:20:17
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	ARAB_TQCWEPLPBA	'هلا والله	2014-07-20 18:43:19	2014-07-21 01:43:19
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'بقلكم شلون	2014-07-21 02:17:33	2014-07-21 09:17:33
31_c14d1ea5-0c99-11e4-b281-22000ad2b690	عايد 506	ARAB_TQCWEPLPBA	'هلا	2014-07-21 18:20:24	2014-07-22 01:20:24
31_e901b0d4-0f59-11e4-b281-22000ad2b690	G2 IN	ARAB_TQCWEPLPBA	'هلا	2014-07-20 18:43:44	2014-07-21 01:43:44
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'اجل من الڤي شير 	2014-07-21 02:17:41	2014-07-21 09:17:41
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'ايش	2014-07-21 18:23:26	2014-07-22 01:23:26
31_2cce7ee3-1052-11e4-b281-22000ad2b690	فراس	ARAB_TQCWEPLPBA	'الوو	2014-07-20 18:51:07	2014-07-21 01:51:07
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'تدش سفاري	2014-07-21 02:17:42	2014-07-21 09:17:42
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'كم الكاس	2014-07-21 18:24:22	2014-07-22 01:24:22
31_20d7196c-0163-11e4-b281-22000ad2b690	أبوعلي ٦٦٦	ARAB_TQCWEPLPBA	'السلام عليكم	2014-07-20 18:55:35	2014-07-21 01:55:35
31_2d38ba46-fcc2-11e3-b281-22000ad2b690	SL6AN	ARAB_TQCWEPLPBA	'وتكتب vsher	2014-07-21 02:17:57	2014-07-21 09:17:57
31_e43c6088-07c7-11e4-b281-22000ad2b690	يلد	ARAB_TQCWEPLPBA	'الو	2014-07-21 18:25:56	2014-07-22 01:25:56
31_9d188fac-0fcb-11e4-b281-22000ad2b690	شيخ مشايخ	ARAB_TQCWEPLPBA	'الوو	2014-07-20 19:00:41	2014-07-21 02:00:41
31_2d406100-099a-11e4-b281-22000ad2b690	خالد ٥٨٥	ARAB_TQCWEPLPBA	'وتكتب جوجل	2014-07-21 02:17:57	2014-07-21 09:17:57
31_c27691b0-0445-11e4-b281-22000ad2b690	بني قحطان ٢	ARAB_TQCWEPLPBA	'سلام	2014-07-21 18:29:01	2014-07-22 01:29:01
31_d107ffaa-0a1e-11e4-b281-22000ad2b690	السعودية الحلوة	ARAB_TQCWEPLPBA	'صليت	2014-07-20 19:01:08	2014-07-21 02:01:08
