2014-07-31 00:00:52	42
2014-07-31 00:01:52	44
2014-07-31 00:03:22	39
2014-07-31 00:04:22	35
2014-07-31 00:05:22	31
2014-07-31 00:06:22	34
2014-07-31 00:07:22	30
2014-07-31 00:08:22	28
2014-07-31 00:09:22	29
2014-07-31 00:10:22	30
2014-07-31 00:11:52	32
2014-07-31 00:13:22	38
2014-07-31 00:14:22	40
2014-07-31 00:15:22	40
2014-07-31 00:16:22	38
2014-07-31 00:17:22	40
2014-07-31 00:18:22	43
2014-07-31 00:19:22	41
2014-07-31 00:20:22	42
2014-07-31 00:21:22	41
2014-07-31 00:22:22	42
2014-07-31 00:23:52	45
2014-07-31 00:24:52	51
2014-07-31 00:25:52	51
2014-07-31 00:27:22	50
2014-07-31 00:28:22	54
2014-07-31 00:29:22	51
2014-07-31 00:30:22	51
2014-07-31 00:31:22	51
2014-07-31 00:32:22	53
2014-07-31 00:33:22	55
2014-07-31 00:34:22	56
2014-07-31 00:35:22	52
2014-07-31 00:36:22	51
2014-07-31 00:37:22	51
2014-07-31 00:38:22	50
2014-07-31 00:39:22	48
2014-07-31 00:40:22	45
2014-07-31 00:41:22	47
2014-07-31 00:42:22	49
2014-07-31 00:43:22	45
2014-07-31 00:44:22	45
2014-07-31 00:45:22	44
2014-07-31 00:46:22	45
2014-07-31 00:47:52	41
2014-07-31 00:48:52	43
2014-07-31 00:49:52	42
2014-07-31 00:50:52	38
2014-07-31 00:51:52	41
2014-07-31 00:52:52	42
2014-07-31 00:53:52	40
2014-07-31 00:55:22	36
2014-07-31 00:56:22	38
2014-07-31 00:57:22	39
2014-07-31 00:58:52	40
2014-07-31 00:59:52	46
2014-07-31 01:00:52	48
2014-07-31 01:01:52	46
2014-07-31 01:02:52	43
2014-07-31 01:03:52	46
2014-07-31 01:04:52	48
2014-07-31 01:05:52	46
2014-07-31 01:07:22	49
2014-07-31 01:08:22	49
2014-07-31 01:09:22	48
2014-07-31 01:10:52	45
2014-07-31 01:11:52	45
2014-07-31 01:12:52	46
2014-07-31 01:13:52	52
2014-07-31 01:14:52	55
2014-07-31 01:15:52	52
2014-07-31 01:16:52	54
2014-07-31 01:17:52	49
2014-07-31 01:19:22	47
2014-07-31 01:20:22	47
2014-07-31 01:21:22	49
2014-07-31 01:22:52	52
2014-07-31 01:23:53	50
2014-07-31 01:24:52	48
2014-07-31 01:25:52	50
2014-07-31 01:26:52	44
2014-07-31 01:27:52	46
2014-07-31 01:28:52	45
2014-07-31 01:29:52	44
2014-07-31 01:31:22	43
2014-07-31 01:32:22	43
2014-07-31 01:33:22	33
2014-07-31 01:34:23	33
2014-07-31 01:35:22	33
2014-07-31 01:36:22	34
2014-07-31 01:37:22	38
2014-07-31 01:38:22	39
2014-07-31 01:39:52	48
2014-07-31 01:40:52	42
2014-07-31 01:42:22	51
2014-07-31 01:43:22	50
2014-07-31 01:44:23	48
2014-07-31 01:45:53	44
2014-07-31 01:46:53	46
2014-07-31 01:48:23	45
2014-07-31 01:49:23	47
2014-07-31 01:50:23	45
2014-07-31 01:51:53	40
2014-07-31 01:52:53	47
2014-07-31 01:54:23	47
2014-07-31 01:55:23	47
2014-07-31 01:56:23	41
2014-07-31 01:57:23	36
2014-07-31 01:58:23	40
2014-07-31 01:59:23	43
2014-07-31 02:00:23	44
2014-07-31 02:01:23	45
2014-07-31 02:02:23	40
2014-07-31 02:03:53	35
2014-07-31 02:04:53	37
2014-07-31 02:05:53	40
2014-07-31 02:07:23	45
