Start Date	End Date	Duration	Clan Id	Clan Name	Clan Symbol	Member Id	Pearl
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_e221a9c8-22db-11e4-ad8e-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_1ffc9aae-2082-11e4-ad8e-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_931f15d9-219e-11e4-ad8e-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_e214bcda-2b7a-11e4-90c0-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_cdb0adfa-1e43-11e4-ad8e-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_8431d307-27c9-11e4-90c0-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_f5aa57c3-224d-11e4-ad8e-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_1e6a80c1-40de-11e4-b983-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_d5c2225e-3a94-11e4-8fdc-22000a4a0686	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_968	سيوف الخليج	9	31_ea54c246-1520-11e4-b281-22000ad2b690	2500
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_5b0f81aa-2b97-11e4-90c0-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_d366583a-1e86-11e4-ad8e-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_abe45246-2bb0-11e4-90c0-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_6575c9b7-18fd-11e4-b281-22000ad2b690	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_7e35bfa6-5836-11e4-8574-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_17b5e012-26f4-11e4-90c0-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_8c4f29d7-1bb6-11e4-ad8e-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_d0a6e6a5-2080-11e4-ad8e-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_7f98dc16-1903-11e4-b281-22000ad2b690	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_657	أمراء الخليج	13	31_f9022428-1cfa-11e4-ad8e-22000a4a0686	1250
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_eb25789a-3140-11e4-90c0-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_57499e6b-1e35-11e4-ad8e-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_b59342ef-2013-11e4-ad8e-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_78ea3254-1e42-11e4-ad8e-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_c267b9f4-3931-11e4-8fdc-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_63272c80-3224-11e4-90c0-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_68cd100f-2aed-11e4-90c0-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_3621fd59-2dcf-11e4-90c0-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_dac4b5a5-1eaf-11e4-ad8e-22000a4a0686	750
2014-11-07-15-59-39-EST	2014-11-07-16-00-00-EST	20160	31_00045848	صعاليك الصحراء	15	31_69a9aeab-29c0-11e4-90c0-22000a4a0686	750
